#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        8573      1.9597     1.98408 0.000458244
        8574     1.96031     1.98408 0.000458199
        8575     1.96092     1.98408 0.000458153
        8576     1.96154     1.98407 0.000458107
        8577     1.96216     1.98407 0.000458061
        8578     1.96279     1.98407 0.000458014
        8579     1.96342     1.98407 0.000457967
        8580     1.96405     1.98407  0.00045792
        8581     1.96469     1.98406 0.000457872
        8582     1.96532     1.98406 0.000457824
        8583     1.96596     1.98406 0.000457775
        8584      1.9666     1.98406 0.000457727
        8585     1.96723     1.98405 0.000457678
        8586     1.96787     1.98405 0.000457628
        8587      1.9685     1.98405 0.000457578
        8588     1.96913     1.98405 0.000457528
        8589     1.96975     1.98405 0.000457478
        8590     1.97037     1.98405 0.000457428
        8591     1.97099     1.98404 0.000457377
        8592      1.9716     1.98404 0.000457326
        8593      1.9722     1.98404 0.000457275
        8594     1.97279     1.98404 0.000457224
        8595     1.97338     1.98404 0.000457172
        8596     1.97396     1.98404  0.00045712
        8597     1.97453     1.98404 0.000457069
        8598      1.9751     1.98404 0.000457017
        8599     1.97565     1.98403 0.000456964
        8600     1.97619     1.98403 0.000456912
        8601     1.97672     1.98403  0.00045686
        8602     1.97724     1.98403 0.000456807
        8603     1.97775     1.98403 0.000456755
        8604     1.97825     1.98403 0.000456702
        8605     1.97873     1.98403  0.00045665
        8606     1.97921     1.98403 0.000456597
        8607     1.97966     1.98403 0.000456544
        8608     1.98011     1.98403 0.000456491
        8609     1.98054     1.98403 0.000456439
        8610     1.98096     1.98403 0.000456386
        8611     1.98137     1.98403 0.000456333
        8612     1.98176     1.98403  0.00045628
        8613     1.98213     1.98403 0.000456227
        8614     1.98249     1.98403 0.000456174
        8615     1.98284     1.98403 0.000456121
        8616     1.98317     1.98403 0.000456068
        8617     1.98349     1.98403 0.000456015
        8618     1.98378     1.98403 0.000455962
        8619     1.98407     1.98403 0.000455909
        8620     1.98434     1.98403 0.000455857
        8621     1.98459     1.98403 0.000455804
        8622     1.98482     1.98403 0.000455751
        8623     1.98504     1.98403 0.000455698
        8624     1.98524     1.98403 0.000455645
        8625     1.98543     1.98403 0.000455592
        8626     1.98559     1.98403  0.00045554
        8627     1.98574     1.98403 0.000455487
        8628     1.98588     1.98403 0.000455434
        8629     1.98599     1.98403 0.000455381
        8630     1.98609     1.98403 0.000455329
        8631     1.98617     1.98403 0.000455276
        8632     1.98623     1.98403 0.000455223
        8633     1.98627     1.98403 0.000455171
        8634     1.98629     1.98403 0.000455118
        8635      1.9863     1.98403 0.000455065
        8636     1.98629     1.98403 0.000455013
        8637     1.98625     1.98403  0.00045496
        8638      1.9862     1.98403 0.000454907
        8639     1.98613     1.98403 0.000454855
        8640     1.98603     1.98403 0.000454802
        8641     1.98592     1.98403  0.00045475
        8642     1.98579     1.98403 0.000454697
        8643     1.98564     1.98403 0.000454645
        8644     1.98546     1.98403 0.000454592
        8645     1.98527     1.98403 0.000454539
        8646     1.98505     1.98403 0.000454487
        8647     1.98482     1.98403 0.000454434
        8648     1.98456     1.98403 0.000454382
        8649     1.98428     1.98403 0.000454329
        8650     1.98398     1.98403 0.000454277
        8651     1.98366     1.98403 0.000454224
        8652     1.98332     1.98403 0.000454172
        8653     1.98296     1.98403 0.000454119
        8654     1.98257     1.98403 0.000454067
        8655     1.98217     1.98403 0.000454014
        8656     1.98174     1.98403 0.000453962
        8657      1.9813     1.98403  0.00045391
        8658     1.98083     1.98403 0.000453857
        8659     1.98035     1.98403 0.000453805
        8660     1.97984     1.98403 0.000453753
        8661     1.97932     1.98403 0.000453701
        8662     1.97877     1.98403 0.000453649
        8663     1.97821     1.98403 0.000453597
        8664     1.97763     1.98403 0.000453545
        8665     1.97704     1.98403 0.000453494
        8666     1.97643     1.98403 0.000453442
        8667      1.9758     1.98402 0.000453391
        8668     1.97517     1.98402  0.00045334
        8669     1.97452     1.98402 0.000453289
        8670     1.97386     1.98402 0.000453238
        8671     1.97318     1.98402 0.000453188
        8672      1.9725     1.98402 0.000453137
        8673     1.97182     1.98402 0.000453087
        8674     1.97112     1.98402 0.000453037
        8675     1.97043     1.98401 0.000452988
        8676     1.96973     1.98401 0.000452939
        8677     1.96903     1.98401  0.00045289
        8678     1.96833     1.98401 0.000452841
        8679     1.96763     1.98401 0.000452793
        8680     1.96694     1.98401 0.000452745
        8681     1.96625       1.984 0.000452697
        8682     1.96558       1.984  0.00045265
        8683     1.96491       1.984 0.000452604
        8684     1.96425       1.984 0.000452557
        8685     1.96361     1.98399 0.000452511
        8686     1.96298     1.98399 0.000452465
        8687     1.96236     1.98399  0.00045242
        8688     1.96177     1.98399 0.000452375
        8689     1.96119     1.98398 0.000452331
        8690     1.96063     1.98398 0.000452287
        8691     1.96009     1.98398 0.000452243
        8692     1.95958     1.98398   0.0004522
        8693     1.95908     1.98397 0.000452157
        8694     1.95862     1.98397 0.000452114
        8695     1.95817     1.98397 0.000452072
        8696     1.95775     1.98396  0.00045203
        8697     1.95735     1.98396 0.000451989
        8698     1.95698     1.98396 0.000451947
        8699     1.95663     1.98395 0.000451906
        8700     1.95631     1.98395 0.000451865
        8701     1.95601     1.98395 0.000451825
        8702     1.95574     1.98394 0.000451785
        8703     1.95549     1.98394 0.000451744
        8704     1.95526     1.98394 0.000451705
        8705     1.95505     1.98394 0.000451665
        8706     1.95487     1.98393 0.000451625
        8707     1.95471     1.98393 0.000451586
        8708     1.95457     1.98393 0.000451547
        8709     1.95446     1.98392 0.000451507
        8710     1.95436     1.98392 0.000451468
        8711     1.95429     1.98391 0.000451429
        8712     1.95424     1.98391  0.00045139
        8713     1.95421     1.98391 0.000451352
        8714      1.9542      1.9839 0.000451313
        8715     1.95421      1.9839 0.000451274
        8716     1.95425      1.9839 0.000451235
        8717     1.95432     1.98389 0.000451196
        8718     1.95441     1.98389 0.000451157
        8719     1.95453     1.98389 0.000451117
        8720     1.95468     1.98388 0.000451078
        8721     1.95486     1.98388 0.000451039
        8722     1.95508     1.98388 0.000450999
        8723     1.95533     1.98387 0.000450959
        8724     1.95561     1.98387 0.000450919
        8725     1.95593     1.98387 0.000450879
        8726      1.9563     1.98386 0.000450838
        8727      1.9567     1.98386 0.000450797
        8728     1.95715     1.98386 0.000450756
        8729     1.95764     1.98386 0.000450714
        8730     1.95817     1.98385 0.000450672
        8731     1.95875     1.98385  0.00045063
        8732     1.95938     1.98385 0.000450587
        8733     1.96006     1.98384 0.000450544
        8734     1.96078     1.98384   0.0004505
        8735     1.96154     1.98384 0.000450456
        8736     1.96235     1.98384 0.000450411
        8737     1.96321     1.98383 0.000450365
        8738     1.96411     1.98383 0.000450319
        8739     1.96505     1.98383 0.000450273
        8740     1.96602     1.98383 0.000450226
        8741     1.96703     1.98383 0.000450179
        8742     1.96808     1.98382 0.000450131
        8743     1.96915     1.98382 0.000450082
        8744     1.97026     1.98382 0.000450034
        8745     1.97138     1.98382 0.000449984
        8746     1.97253     1.98382 0.000449935
        8747     1.97369     1.98382 0.000449885
        8748     1.97487     1.98382 0.000449835
        8749     1.97606     1.98382 0.000449784
        8750     1.97725     1.98381 0.000449733
        8751     1.97845     1.98381 0.000449682
        8752     1.97965     1.98381 0.000449631
        8753     1.98085     1.98381  0.00044958
        8754     1.98204     1.98381 0.000449529
        8755     1.98322     1.98381 0.000449477
        8756     1.98439     1.98381 0.000449426
        8757     1.98554     1.98381 0.000449375
        8758     1.98668     1.98381 0.000449324
        8759     1.98781     1.98381 0.000449272
        8760     1.98891     1.98381 0.000449222
        8761     1.98999     1.98382 0.000449171
        8762     1.99105     1.98382  0.00044912
        8763     1.99209     1.98382  0.00044907
        8764      1.9931     1.98382  0.00044902
        8765     1.99408     1.98382  0.00044897
        8766     1.99504     1.98382 0.000448921
        8767     1.99598     1.98382 0.000448872
        8768     1.99688     1.98382 0.000448823
        8769     1.99776     1.98382 0.000448775
        8770     1.99862     1.98383 0.000448727
        8771     1.99944     1.98383 0.000448679
        8772     2.00024     1.98383 0.000448632
        8773     2.00101     1.98383 0.000448585
        8774     2.00176     1.98383 0.000448539
        8775     2.00248     1.98384 0.000448493
        8776     2.00318     1.98384 0.000448447
        8777     2.00385     1.98384 0.000448402
        8778      2.0045     1.98384 0.000448357
        8779     2.00513     1.98385 0.000448312
        8780     2.00573     1.98385 0.000448268
        8781     2.00631     1.98385 0.000448224
        8782     2.00688     1.98385 0.000448181
        8783     2.00742     1.98386 0.000448138
        8784     2.00794     1.98386 0.000448095
        8785     2.00845     1.98386 0.000448053
        8786     2.00893     1.98386 0.000448011
        8787     2.00941     1.98387  0.00044797
        8788     2.00986     1.98387 0.000447928
        8789      2.0103     1.98387 0.000447887
        8790     2.01073     1.98388 0.000447847
        8791     2.01114     1.98388 0.000447807
        8792     2.01154     1.98388 0.000447767
